gene	transcript	canonical	obs_lof	exp_lof	oe_lof	oe_lof_lower	oe_lof_upper	obs_mis	exp_mis	oe_mis	oe_mis_lower	oe_mis_upper	obs_syn	exp_syn	oe_syn	oe_syn_lower	oe_syn_upper	lof_z	mis_z	syn_z	pLI	pRec	pNull	gene_issues
HNMT	ENST00000410115	false	5	1.3232e+01	3.7789e-01	1.9600e-01	7.9500e-01	127	1.4792e+02	8.5855e-01	7.4200e-01	9.9500e-01	50	5.3749e+01	9.3024e-01	7.4000e-01	1.1770e+00	2.1090e+00	6.2409e-01	4.0042e-01	2.0539e-02	9.6348e-01	1.5979e-02	[]
HNRNPA0	ENST00000314940	true	0	7.9112e+00	0.0000e+00	0.0000e+00	3.7800e-01	81	1.9118e+02	4.2368e-01	3.5300e-01	5.1000e-01	112	8.5231e+01	1.3141e+00	1.1270e+00	1.5370e+00	2.6214e+00	2.8909e+00	-2.2702e+00	9.1693e-01	8.2565e-02	5.0720e-04	[]
HNRNPA1	ENST00000330752	false	2	1.6390e+01	1.2202e-01	4.9000e-02	3.8400e-01	63	1.6941e+02	3.7188e-01	3.0300e-01	4.5900e-01	80	5.6074e+01	1.4267e+00	1.1900e+00	1.7170e+00	3.3127e+00	2.9658e+00	-2.5016e+00	9.0722e-01	9.2749e-02	2.7992e-05	[]
HNRNPA1	ENST00000340913	true	0	1.9301e+01	0.0000e+00	0.0000e+00	1.5500e-01	94	2.0986e+02	4.4793e-01	3.7800e-01	5.3200e-01	87	7.3467e+01	1.1842e+00	9.9500e-01	1.4150e+00	4.0944e+00	2.9013e+00	-1.2362e+00	9.9873e-01	1.2704e-03	1.7223e-08	[]
HNRNPA1	ENST00000546500	false	0	1.6615e+01	0.0000e+00	0.0000e+00	1.8000e-01	68	1.7759e+02	3.8291e-01	3.1400e-01	4.6900e-01	80	5.8565e+01	1.3660e+00	1.1390e+00	1.6450e+00	3.7989e+00	2.9833e+00	-2.1930e+00	9.9654e-01	3.4608e-03	1.9843e-07	[]
HNRNPA1	ENST00000547276	false	0	1.4831e+01	0.0000e+00	0.0000e+00	2.0100e-01	52	1.4291e+02	3.6386e-01	2.9000e-01	4.5800e-01	69	4.8715e+01	1.4164e+00	1.1650e+00	1.7280e+00	3.5892e+00	2.7588e+00	-2.2754e+00	9.9328e-01	6.7225e-03	1.0047e-06	[]
HNRNPA1	ENST00000547708	false	0	7.9431e+00	0.0000e+00	0.0000e+00	3.7700e-01	26	8.2677e+01	3.1448e-01	2.3000e-01	4.3600e-01	33	2.8272e+01	1.1672e+00	8.8400e-01	1.5600e+00	2.6266e+00	2.2613e+00	-6.9613e-01	9.1784e-01	8.1667e-02	4.9316e-04	[]
HNRNPA1	ENST00000548688	false	2	9.4945e+00	2.1065e-01	8.5000e-02	6.6300e-01	48	1.2345e+02	3.8882e-01	3.0700e-01	4.9500e-01	63	4.2698e+01	1.4755e+00	1.2030e+00	1.8070e+00	2.2668e+00	2.4635e+00	-2.4325e+00	4.2293e-01	5.7009e-01	6.9809e-03	[]
HNRNPA1	ENST00000550482	false	0	9.8071e+00	0.0000e+00	0.0000e+00	3.0500e-01	53	1.0994e+02	4.8210e-01	3.8600e-01	6.0600e-01	44	3.5014e+01	1.2566e+00	9.8600e-01	1.6150e+00	2.9186e+00	1.9700e+00	-1.1889e+00	9.5748e-01	4.2428e-02	9.4162e-05	[]
HNRNPA1	ENST00000550994	false	0	2.7974e+00	0.0000e+00	0.0000e+00	1.0460e+00	17	6.0101e+01	2.8286e-01	1.9300e-01	4.2400e-01	27	2.0038e+01	1.3474e+00	9.9000e-01	1.8100e+00	1.5588e+00	2.0169e+00	-1.2177e+00	5.9952e-01	3.6549e-01	3.4985e-02	[]
HNRNPA1	ENST00000551702	false	0	6.3510e+00	0.0000e+00	0.0000e+00	4.7100e-01	23	7.4273e+01	3.0967e-01	2.2200e-01	4.3900e-01	45	2.6386e+01	1.7054e+00	1.3240e+00	1.9540e+00	2.3487e+00	2.1583e+00	-2.8371e+00	8.5934e-01	1.3869e-01	1.9692e-03	[]
HNRNPA1L2	ENST00000342657	true	2	1.5684e+00	1.2752e+00	4.2500e-01	1.9110e+00	175	1.7703e+02	9.8856e-01	8.7300e-01	1.1210e+00	69	6.5075e+01	1.0603e+00	8.7200e-01	1.2960e+00	-3.2118e-01	5.5228e-02	-3.8097e-01	2.0122e-02	5.2571e-01	4.5417e-01	[]
HNRNPA1L2	ENST00000357495	false	2	1.5684e+00	1.2752e+00	4.2500e-01	1.9110e+00	175	1.7703e+02	9.8856e-01	8.7300e-01	1.1210e+00	69	6.5075e+01	1.0603e+00	8.7200e-01	1.2960e+00	-3.2118e-01	5.5228e-02	-3.8097e-01	2.0122e-02	5.2571e-01	4.5417e-01	[]
HNRNPA1L2	ENST00000398039	false	2	1.5684e+00	1.2752e+00	4.2500e-01	1.9110e+00	175	1.7703e+02	9.8856e-01	8.7300e-01	1.1210e+00	69	6.5075e+01	1.0603e+00	8.7200e-01	1.2960e+00	-3.2118e-01	5.5228e-02	-3.8097e-01	2.0122e-02	5.2571e-01	4.5417e-01	[]
HNRNPA2B1	ENST00000354667	true	1	2.1882e+01	4.5700e-02	1.5000e-02	2.1700e-01	73	1.9332e+02	3.7761e-01	3.1200e-01	4.5900e-01	118	6.3822e+01	1.8489e+00	1.5740e+00	1.9760e+00	4.1604e+00	3.1394e+00	-5.3097e+00	9.9749e-01	2.5140e-03	1.8407e-08	["syn_outlier"]
HNRNPA2B1	ENST00000356674	false	1	2.0648e+01	4.8432e-02	1.6000e-02	2.3000e-01	71	1.8898e+02	3.7570e-01	3.0900e-01	4.5800e-01	118	6.2463e+01	1.8891e+00	1.6010e+00	1.9810e+00	4.0297e+00	3.1134e+00	-5.5018e+00	9.9602e-01	3.9830e-03	5.6586e-08	["syn_outlier"]
HNRNPA3	ENST00000392524	true	1	2.0711e+01	4.8283e-02	1.6000e-02	2.2900e-01	63	2.1279e+02	2.9606e-01	2.4100e-01	3.6500e-01	76	6.4212e+01	1.1836e+00	9.8300e-01	1.4320e+00	4.0366e+00	3.7252e+00	-1.1517e+00	9.9611e-01	3.8896e-03	5.3399e-08	[]
HNRNPA3	ENST00000411529	false	1	2.0544e+01	4.8675e-02	1.6000e-02	2.3100e-01	60	1.9817e+02	3.0277e-01	2.4500e-01	3.7500e-01	72	5.9849e+01	1.2030e+00	9.9400e-01	1.4640e+00	4.0186e+00	3.5607e+00	-1.2297e+00	9.9586e-01	4.1389e-03	6.2147e-08	[]
HNRNPA3	ENST00000432457	false	2	7.2337e+00	2.7648e-01	1.1200e-01	8.7000e-01	23	6.7859e+01	3.3894e-01	2.4300e-01	4.8000e-01	19	1.9960e+01	9.5188e-01	6.6300e-01	1.3960e+00	1.8136e+00	1.9755e+00	1.6831e-01	2.3424e-01	7.3544e-01	3.0323e-02	[]
HNRNPA3	ENST00000435711	false	1	2.0470e+01	4.8851e-02	1.6000e-02	2.3200e-01	63	2.1279e+02	2.9606e-01	2.4100e-01	3.6500e-01	76	6.4212e+01	1.1836e+00	9.8300e-01	1.4320e+00	4.0107e+00	3.7252e+00	-1.1517e+00	9.9575e-01	4.2547e-03	6.6477e-08	[]
HNRNPAB	ENST00000355836	false	3	1.2599e+01	2.3812e-01	1.0700e-01	6.1500e-01	86	1.2317e+02	6.9821e-01	5.8600e-01	8.3500e-01	56	4.3353e+01	1.2917e+00	1.0410e+00	1.6130e+00	2.5203e+00	1.2151e+00	-1.5038e+00	3.1181e-01	6.8477e-01	3.4196e-03	[]
HNRNPAB	ENST00000358344	true	3	1.7855e+01	1.6802e-01	7.6000e-02	4.3400e-01	118	1.5379e+02	7.6726e-01	6.6000e-01	8.9400e-01	78	6.1445e+01	1.2694e+00	1.0560e+00	1.5330e+00	3.2763e+00	1.0471e+00	-1.6535e+00	7.6471e-01	2.3522e-01	6.9851e-05	[]
HNRNPAB	ENST00000504898	false	3	1.7855e+01	1.6802e-01	7.6000e-02	4.3400e-01	118	1.5379e+02	7.6726e-01	6.6000e-01	8.9400e-01	78	6.1445e+01	1.2694e+00	1.0560e+00	1.5330e+00	3.2763e+00	1.0471e+00	-1.6535e+00	7.6471e-01	2.3522e-01	6.9851e-05	[]
HNRNPAB	ENST00000506259	false	3	1.2599e+01	2.3812e-01	1.0700e-01	6.1500e-01	86	1.2317e+02	6.9821e-01	5.8600e-01	8.3500e-01	56	4.3353e+01	1.2917e+00	1.0410e+00	1.6130e+00	2.5203e+00	1.2151e+00	-1.5038e+00	3.1181e-01	6.8477e-01	3.4196e-03	[]
HNRNPAB	ENST00000506339	false	3	1.7103e+01	1.7541e-01	7.9000e-02	4.5300e-01	116	1.5056e+02	7.7045e-01	6.6200e-01	8.9900e-01	74	6.0569e+01	1.2218e+00	1.0120e+00	1.4820e+00	3.1782e+00	1.0218e+00	-1.3512e+00	7.1042e-01	2.8945e-01	1.2869e-04	[]
HNRNPAB	ENST00000514633	false	3	1.1901e+01	2.5207e-01	1.1400e-01	6.5100e-01	86	1.2190e+02	7.0549e-01	5.9200e-01	8.4400e-01	55	4.3053e+01	1.2775e+00	1.0280e+00	1.5990e+00	2.4047e+00	1.1796e+00	-1.4255e+00	2.5831e-01	7.3635e-01	5.3479e-03	[]
HNRNPAB	ENST00000515193	false	3	1.1847e+01	2.5323e-01	1.1400e-01	6.5400e-01	84	1.1995e+02	7.0030e-01	5.8600e-01	8.4000e-01	52	4.2477e+01	1.2242e+00	9.7900e-01	1.5420e+00	2.3955e+00	1.1907e+00	-1.1440e+00	2.5441e-01	7.4006e-01	5.5333e-03	[]
HNRNPC	ENST00000320084	true	1	1.6452e+01	6.0782e-02	2.1000e-02	2.8800e-01	63	1.7720e+02	3.5553e-01	2.8900e-01	4.3800e-01	74	6.4444e+01	1.1483e+00	9.5100e-01	1.3930e+00	3.5504e+00	3.1123e+00	-9.3196e-01	9.8116e-01	1.8841e-02	2.5469e-06	[]
HNRNPC	ENST00000336053	false	1	1.4778e+01	6.7668e-02	2.3000e-02	3.2100e-01	73	1.6686e+02	4.3750e-01	3.6100e-01	5.3200e-01	76	5.7698e+01	1.3172e+00	1.0940e+00	1.5940e+00	3.3403e+00	2.6359e+00	-1.8865e+00	9.6532e-01	3.4673e-02	1.1518e-05	[]
HNRNPC	ENST00000420743	false	1	1.6452e+01	6.0782e-02	2.1000e-02	2.8800e-01	63	1.7720e+02	3.5553e-01	2.8900e-01	4.3800e-01	74	6.4444e+01	1.1483e+00	9.5100e-01	1.3930e+00	3.5504e+00	3.1123e+00	-9.3196e-01	9.8116e-01	1.8841e-02	2.5469e-06	[]
HNRNPC	ENST00000430246	false	1	1.6274e+01	6.1446e-02	2.1000e-02	2.9100e-01	63	1.6977e+02	3.7110e-01	3.0200e-01	4.5800e-01	73	5.9759e+01	1.2216e+00	1.0100e+00	1.4840e+00	3.5287e+00	2.9727e+00	-1.3411e+00	9.7989e-01	2.0110e-02	2.9907e-06	[]
HNRNPC	ENST00000449098	false	1	1.6274e+01	6.1446e-02	2.1000e-02	2.9100e-01	63	1.6977e+02	3.7110e-01	3.0200e-01	4.5800e-01	73	5.9759e+01	1.2216e+00	1.0100e+00	1.4840e+00	3.5287e+00	2.9727e+00	-1.3411e+00	9.7989e-01	2.0110e-02	2.9907e-06	[]
HNRNPC	ENST00000553300	false	1	1.6274e+01	6.1446e-02	2.1000e-02	2.9100e-01	63	1.6977e+02	3.7110e-01	3.0200e-01	4.5800e-01	73	5.9759e+01	1.2216e+00	1.0100e+00	1.4840e+00	3.5287e+00	2.9727e+00	-1.3411e+00	9.7989e-01	2.0110e-02	2.9907e-06	[]
HNRNPC	ENST00000553753	false	1	1.4778e+01	6.7668e-02	2.3000e-02	3.2100e-01	73	1.6686e+02	4.3750e-01	3.6100e-01	5.3200e-01	76	5.7698e+01	1.3172e+00	1.0940e+00	1.5940e+00	3.3403e+00	2.6359e+00	-1.8865e+00	9.6532e-01	3.4673e-02	1.1518e-05	[]
HNRNPC	ENST00000554383	false	1	1.4462e+01	6.9145e-02	2.4000e-02	3.2800e-01	54	1.5212e+02	3.5499e-01	2.8400e-01	4.4500e-01	69	5.2113e+01	1.3241e+00	1.0900e+00	1.6180e+00	3.2992e+00	2.8860e+00	-1.8316e+00	9.6114e-01	3.8846e-02	1.5286e-05	[]
HNRNPC	ENST00000554455	false	1	1.6452e+01	6.0782e-02	2.1000e-02	2.8800e-01	63	1.7720e+02	3.5553e-01	2.8900e-01	4.3800e-01	74	6.4444e+01	1.1483e+00	9.5100e-01	1.3930e+00	3.5504e+00	3.1123e+00	-9.3196e-01	9.8116e-01	1.8841e-02	2.5469e-06	[]
HNRNPC	ENST00000554539	false	1	1.1294e+01	8.8545e-02	3.0000e-02	4.2000e-01	53	9.8446e+01	5.3837e-01	4.3100e-01	6.7700e-01	47	3.2891e+01	1.4289e+00	1.1290e+00	1.8030e+00	2.8547e+00	1.6616e+00	-1.9261e+00	8.8301e-01	1.1674e-01	2.5188e-04	[]
HNRNPC	ENST00000554891	false	0	7.0778e+00	0.0000e+00	0.0000e+00	4.2300e-01	12	7.6979e+01	1.5589e-01	9.9000e-02	2.5300e-01	32	2.6458e+01	1.2094e+00	9.1200e-01	1.6210e+00	2.4794e+00	2.6868e+00	-8.4351e-01	8.8955e-01	1.0940e-01	1.0513e-03	[]
HNRNPC	ENST00000554969	false	1	1.6274e+01	6.1446e-02	2.1000e-02	2.9100e-01	63	1.6977e+02	3.7110e-01	3.0200e-01	4.5800e-01	73	5.9759e+01	1.2216e+00	1.0100e+00	1.4840e+00	3.5287e+00	2.9727e+00	-1.3411e+00	9.7989e-01	2.0110e-02	2.9907e-06	[]
HNRNPC	ENST00000555137	false	0	8.0199e+00	0.0000e+00	0.0000e+00	3.7300e-01	26	1.0998e+02	2.3640e-01	1.7200e-01	3.2800e-01	40	3.8144e+01	1.0487e+00	8.1300e-01	1.3650e+00	2.6393e+00	2.9052e+00	-2.3525e-01	9.2000e-01	7.9542e-02	4.6093e-04	[]
HNRNPC	ENST00000555176	false	0	5.6342e+00	0.0000e+00	0.0000e+00	5.3100e-01	7	7.2127e+01	9.7051e-02	5.4000e-02	1.8200e-01	30	2.5303e+01	1.1856e+00	8.8600e-01	1.6050e+00	2.2122e+00	2.7820e+00	-7.3103e-01	8.2276e-01	1.7361e-01	3.6225e-03	[]
HNRNPC	ENST00000555215	false	0	9.4683e+00	0.0000e+00	0.0000e+00	3.1600e-01	27	1.1721e+02	2.3036e-01	1.6900e-01	3.1800e-01	43	4.0700e+01	1.0565e+00	8.2700e-01	1.3620e+00	2.8677e+00	3.0228e+00	-2.8220e-01	9.5199e-01	4.7884e-02	1.2748e-04	[]
HNRNPC	ENST00000555309	false	0	1.6046e+01	0.0000e+00	0.0000e+00	1.8600e-01	63	1.7687e+02	3.5619e-01	2.9000e-01	4.3900e-01	74	6.4323e+01	1.1504e+00	9.5300e-01	1.3960e+00	3.7333e+00	3.1062e+00	-9.4471e-01	9.9572e-01	4.2785e-03	3.3305e-07	[]
HNRNPC	ENST00000555883	false	1	1.2894e+01	7.7554e-02	2.7000e-02	3.6800e-01	50	1.4452e+02	3.4598e-01	2.7500e-01	4.3800e-01	64	5.0922e+01	1.2568e+00	1.0270e+00	1.5480e+00	3.0870e+00	2.8523e+00	-1.4349e+00	9.3221e-01	6.7732e-02	6.1871e-05	[]
HNRNPC	ENST00000555914	false	0	1.5868e+01	0.0000e+00	0.0000e+00	1.8800e-01	63	1.6964e+02	3.7137e-01	3.0200e-01	4.5800e-01	73	5.9637e+01	1.2241e+00	1.0120e+00	1.4870e+00	3.7125e+00	2.9703e+00	-1.3548e+00	9.9543e-01	4.5713e-03	3.9148e-07	[]
HNRNPC	ENST00000556142	false	0	1.3205e+01	0.0000e+00	0.0000e+00	2.2600e-01	43	1.3777e+02	3.1211e-01	2.4400e-01	4.0200e-01	55	4.7494e+01	1.1580e+00	9.3100e-01	1.4500e+00	3.3867e+00	2.9291e+00	-8.5273e-01	9.8772e-01	1.2280e-02	4.3949e-06	[]
HNRNPC	ENST00000556226	false	0	5.9132e+00	0.0000e+00	0.0000e+00	5.0600e-01	9	7.4098e+01	1.2146e-01	7.2000e-02	2.1200e-01	31	2.6104e+01	1.1876e+00	8.9100e-01	1.6000e+00	2.2663e+00	2.7435e+00	-7.5032e-01	8.3786e-01	1.5928e-01	2.8610e-03	[]
HNRNPC	ENST00000556513	false	0	1.3205e+01	0.0000e+00	0.0000e+00	2.2600e-01	43	1.3777e+02	3.1211e-01	2.4400e-01	4.0200e-01	55	4.7494e+01	1.1580e+00	9.3100e-01	1.4500e+00	3.3867e+00	2.9291e+00	-8.5273e-01	9.8772e-01	1.2280e-02	4.3949e-06	[]
HNRNPC	ENST00000556628	false	1	1.1395e+01	8.7758e-02	3.0000e-02	4.1600e-01	60	1.2890e+02	4.6547e-01	3.7700e-01	5.7700e-01	60	4.4136e+01	1.3594e+00	1.1030e+00	1.6840e+00	2.8699e+00	2.2016e+00	-1.8696e+00	8.8688e-01	1.1289e-01	2.3067e-04	[]
HNRNPC	ENST00000556897	false	1	1.6274e+01	6.1446e-02	2.1000e-02	2.9100e-01	63	1.6977e+02	3.7110e-01	3.0200e-01	4.5800e-01	73	5.9759e+01	1.2216e+00	1.0100e+00	1.4840e+00	3.5287e+00	2.9727e+00	-1.3411e+00	9.7989e-01	2.0110e-02	2.9907e-06	[]
HNRNPC	ENST00000557157	false	2	1.4912e+01	1.3412e-01	5.4000e-02	4.2200e-01	60	1.2018e+02	4.9923e-01	4.0500e-01	6.1900e-01	53	4.2068e+01	1.2599e+00	1.0090e+00	1.5830e+00	3.1162e+00	1.9916e+00	-1.3197e+00	8.4902e-01	1.5088e-01	1.0073e-04	[]
HNRNPC	ENST00000557201	false	1	1.6452e+01	6.0782e-02	2.1000e-02	2.8800e-01	63	1.7720e+02	3.5553e-01	2.8900e-01	4.3800e-01	74	6.4444e+01	1.1483e+00	9.5100e-01	1.3930e+00	3.5504e+00	3.1123e+00	-9.3196e-01	9.8116e-01	1.8841e-02	2.5469e-06	[]
HNRNPC	ENST00000557336	false	0	5.2179e-01	0.0000e+00	0.0000e+00	1.8310e+00	3	4.1845e+01	7.1693e-02	3.2000e-02	1.8500e-01	20	1.5345e+01	1.3034e+00	9.1300e-01	1.8170e+00	6.7321e-01	2.1785e+00	-9.3040e-01	3.4581e-01	4.9378e-01	1.6042e-01	[]
HNRNPC	ENST00000557768	false	0	2.8986e-01	0.0000e+00	0.0000e+00	1.8670e+00	3	3.3009e+01	9.0884e-02	4.0000e-02	2.3500e-01	16	1.2550e+01	1.2749e+00	8.5800e-01	1.8260e+00	5.0176e-01	1.8949e+00	-7.6252e-01	3.1946e-01	4.9749e-01	1.8306e-01	[]
HNRNPCL1	ENST00000317869	true	0	7.0760e-01	0.0000e+00	0.0000e+00	1.7950e+00	169	1.3512e+02	1.2508e+00	1.1030e+00	1.4210e+00	39	4.6755e+01	8.3414e-01	6.4500e-01	1.0900e+00	7.8397e-01	-1.0574e+00	8.8792e-01	3.6715e-01	4.8906e-01	1.4379e-01	[]
HNRNPD	ENST00000313899	true	1	2.1059e+01	4.7487e-02	1.6000e-02	2.2500e-01	85	1.8031e+02	4.7142e-01	3.9500e-01	5.6500e-01	49	6.4239e+01	7.6277e-01	6.0600e-01	9.6800e-01	4.0737e+00	2.5749e+00	1.4887e+00	9.9658e-01	3.4174e-03	3.8934e-08	[]
HNRNPD	ENST00000352301	false	1	1.8889e+01	5.2941e-02	1.8000e-02	2.5100e-01	78	1.7094e+02	4.5630e-01	3.7900e-01	5.5100e-01	47	5.9889e+01	7.8479e-01	6.2000e-01	1.0010e+00	3.8360e+00	2.5788e+00	1.3040e+00	9.9234e-01	7.6604e-03	2.7982e-07	[]
HNRNPD	ENST00000353341	false	1	1.6835e+01	5.9399e-02	2.0000e-02	2.8200e-01	69	1.5457e+02	4.4640e-01	3.6700e-01	5.4500e-01	47	5.4252e+01	8.6633e-01	6.8500e-01	1.1050e+00	3.5968e+00	2.4969e+00	7.7084e-01	9.8363e-01	1.6367e-02	1.8011e-06	[]
HNRNPD	ENST00000503822	false	1	6.0128e+00	1.6631e-01	5.8000e-02	7.8900e-01	39	7.4018e+01	5.2690e-01	4.0700e-01	6.8800e-01	32	2.8281e+01	1.1315e+00	8.5300e-01	1.5190e+00	1.9052e+00	1.4766e+00	-5.4750e-01	5.0306e-01	4.7931e-01	1.7626e-02	[]
HNRNPD	ENST00000507010	false	1	9.9442e+00	1.0056e-01	3.5000e-02	4.7700e-01	53	1.0962e+02	4.8348e-01	3.8700e-01	6.0800e-01	38	4.0475e+01	9.3885e-01	7.2400e-01	1.2310e+00	2.6434e+00	1.9619e+00	3.0458e-01	8.1969e-01	1.7951e-01	7.9939e-04	[]
HNRNPD	ENST00000509107	false	2	5.1747e+00	3.8649e-01	1.5700e-01	1.2060e+00	22	4.4623e+01	4.9302e-01	3.5100e-01	7.0400e-01	12	1.7280e+01	6.9444e-01	4.4400e-01	1.1250e+00	1.3007e+00	1.2286e+00	9.9449e-01	1.1593e-01	7.8614e-01	9.7931e-02	[]
HNRNPD	ENST00000509263	false	2	1.5763e+01	1.2688e-01	5.1000e-02	3.9900e-01	43	1.3565e+02	3.1699e-01	2.4700e-01	4.0900e-01	31	4.6477e+01	6.6700e-01	5.0000e-01	9.0000e-01	3.2307e+00	2.8859e+00	1.7774e+00	8.8549e-01	1.1446e-01	4.8381e-05	[]
HNRNPD	ENST00000514671	false	1	1.2080e+01	8.2782e-02	2.8000e-02	3.9300e-01	24	1.0928e+02	2.1961e-01	1.5800e-01	3.0900e-01	27	3.5349e+01	7.6382e-01	5.6200e-01	1.0530e+00	2.9710e+00	2.9596e+00	1.0994e+00	9.1019e-01	8.9679e-02	1.2685e-04	[]
HNRNPD	ENST00000515432	false	1	4.8624e+00	2.0566e-01	7.2000e-02	9.7300e-01	5	5.6749e+01	8.8107e-02	4.5000e-02	1.8500e-01	18	1.9428e+01	9.2648e-01	6.3900e-01	1.3730e+00	1.6324e+00	2.4921e+00	2.5371e-01	3.8986e-01	5.7118e-01	3.8959e-02	[]
HNRNPD	ENST00000541060	false	0	1.2741e+01	0.0000e+00	0.0000e+00	2.3500e-01	39	1.0528e+02	3.7044e-01	2.8600e-01	4.8400e-01	21	3.4769e+01	6.0398e-01	4.2700e-01	8.7000e-01	3.3266e+00	2.3435e+00	1.8283e+00	9.8542e-01	1.4575e-02	6.6936e-06	[]
HNRNPD	ENST00000543098	false	1	1.8092e+01	5.5274e-02	1.9000e-02	2.6200e-01	63	1.5484e+02	4.0686e-01	3.3100e-01	5.0200e-01	38	5.3515e+01	7.1008e-01	5.4700e-01	9.3100e-01	3.7450e+00	2.6776e+00	1.6606e+00	9.8971e-01	1.0294e-02	5.7694e-07	[]
HNRNPDL	ENST00000295470	true	4	2.0182e+01	1.9820e-01	9.7000e-02	4.5400e-01	178	2.0797e+02	8.5590e-01	7.5700e-01	9.6900e-01	128	7.6339e+01	1.6767e+00	1.4500e+00	1.9120e+00	3.3570e+00	7.5387e-01	-4.6293e+00	5.9871e-01	4.0121e-01	7.3745e-05	["syn_outlier"]
HNRNPDL	ENST00000349655	false	2	1.4192e+01	1.4092e-01	5.7000e-02	4.4400e-01	69	1.2613e+02	5.4707e-01	4.5000e-01	6.6800e-01	60	4.1234e+01	1.4551e+00	1.1810e+00	1.7930e+00	3.0162e+00	1.8453e+00	-2.2881e+00	8.1113e-01	1.8869e-01	1.8541e-04	[]
HNRNPDL	ENST00000502762	false	4	2.0182e+01	1.9820e-01	9.7000e-02	4.5400e-01	178	2.0797e+02	8.5590e-01	7.5700e-01	9.6900e-01	128	7.6339e+01	1.6767e+00	1.4500e+00	1.9120e+00	3.3570e+00	7.5387e-01	-4.6293e+00	5.9871e-01	4.0121e-01	7.3745e-05	["syn_outlier"]
HNRNPDL	ENST00000602300	false	3	1.8647e+01	1.6089e-01	7.2000e-02	4.1600e-01	95	1.5682e+02	6.0578e-01	5.1200e-01	7.1800e-01	66	5.2028e+01	1.2685e+00	1.0390e+00	1.5570e+00	3.3770e+00	1.7909e+00	-1.5166e+00	8.1383e-01	1.8614e-01	3.6123e-05	[]
HNRNPF	ENST00000337970	false	0	1.0533e+01	0.0000e+00	0.0000e+00	2.8400e-01	113	2.4340e+02	4.6425e-01	3.9800e-01	5.4300e-01	133	1.0059e+02	1.3222e+00	1.1480e+00	1.5270e+00	3.0247e+00	3.0322e+00	-2.5303e+00	9.6728e-01	3.2670e-02	4.9100e-05	[]
HNRNPF	ENST00000356053	false	0	1.0533e+01	0.0000e+00	0.0000e+00	2.8400e-01	113	2.4340e+02	4.6425e-01	3.9800e-01	5.4300e-01	133	1.0059e+02	1.3222e+00	1.1480e+00	1.5270e+00	3.0247e+00	3.0322e+00	-2.5303e+00	9.6728e-01	3.2670e-02	4.9100e-05	[]
HNRNPF	ENST00000357065	false	0	1.0533e+01	0.0000e+00	0.0000e+00	2.8400e-01	113	2.4340e+02	4.6425e-01	3.9800e-01	5.4300e-01	133	1.0059e+02	1.3222e+00	1.1480e+00	1.5270e+00	3.0247e+00	3.0322e+00	-2.5303e+00	9.6728e-01	3.2670e-02	4.9100e-05	[]
HNRNPF	ENST00000443950	true	0	1.0533e+01	0.0000e+00	0.0000e+00	2.8400e-01	113	2.4340e+02	4.6425e-01	3.9800e-01	5.4300e-01	133	1.0059e+02	1.3222e+00	1.1480e+00	1.5270e+00	3.0247e+00	3.0322e+00	-2.5303e+00	9.6728e-01	3.2670e-02	4.9100e-05	[]
HNRNPF	ENST00000544000	false	0	1.0533e+01	0.0000e+00	0.0000e+00	2.8400e-01	113	2.4340e+02	4.6425e-01	3.9800e-01	5.4300e-01	133	1.0059e+02	1.3222e+00	1.1480e+00	1.5270e+00	3.0247e+00	3.0322e+00	-2.5303e+00	9.6728e-01	3.2670e-02	4.9100e-05	[]
HNRNPH1	ENST00000329433	false	0	2.7858e+01	0.0000e+00	0.0000e+00	1.0700e-01	93	2.8001e+02	3.3213e-01	2.8000e-01	3.9500e-01	97	9.3400e+01	1.0385e+00	8.8000e-01	1.2290e+00	4.9190e+00	4.0543e+00	-2.9168e-01	9.9995e-01	5.1821e-05	7.0941e-12	[]
HNRNPH1	ENST00000356731	true	0	2.7828e+01	0.0000e+00	0.0000e+00	1.0700e-01	74	2.6042e+02	2.8415e-01	2.3500e-01	3.4500e-01	90	8.7639e+01	1.0269e+00	8.6500e-01	1.2240e+00	4.9164e+00	4.1909e+00	-1.9744e-01	9.9995e-01	5.2406e-05	7.2906e-12	[]
HNRNPH1	ENST00000393432	false	0	2.7828e+01	0.0000e+00	0.0000e+00	1.0700e-01	74	2.6042e+02	2.8415e-01	2.3500e-01	3.4500e-01	90	8.7639e+01	1.0269e+00	8.6500e-01	1.2240e+00	4.9164e+00	4.1909e+00	-1.9744e-01	9.9995e-01	5.2406e-05	7.2906e-12	[]
HNRNPH1	ENST00000442819	false	0	2.7828e+01	0.0000e+00	0.0000e+00	1.0700e-01	74	2.6042e+02	2.8415e-01	2.3500e-01	3.4500e-01	90	8.7639e+01	1.0269e+00	8.6500e-01	1.2240e+00	4.9164e+00	4.1909e+00	-1.9744e-01	9.9995e-01	5.2406e-05	7.2906e-12	[]
HNRNPH1	ENST00000503105	false	0	7.6738e+00	0.0000e+00	0.0000e+00	3.9000e-01	20	9.3979e+01	2.1281e-01	1.4900e-01	3.0900e-01	35	2.9377e+01	1.1914e+00	9.0900e-01	1.5780e+00	2.5817e+00	2.7684e+00	-8.1220e-01	9.0984e-01	8.9535e-02	6.2481e-04	[]
